Reservation_ID,Customer_ID,Vehicle_ID,Vehicle_Class,Booking_TS,Pickup_TS,Return_TS,City,Payment,Odo_Start,Odo_End,Fuel_Level,GPS_Lat,GPS_Lon,Max_Speed_kmh,Harsh_Events,Damage_Flag,Rate,Promo_Code,GST_Amount,Total_Amount,Rate_Plan,Driver_License,Notes,Customer_Feedback
RES-01027,C8568,CAR-28 ,Compact,2026-03-12 04:21,13-03-2026 00:21,2026-03-17 21:21,Chennai,wallet,8809km,"10,667 km",26%,14.527093,81.8849,150 kmh,1,0,1000/day,DISC15,50.0,1050.0,eco,INVALID,,good service
RES-01028,C8971, CAR-18,Economy,2026-02-18 21:25,2026/02/19 08:25,2026-02-25 14:25,mumbai,Card,26481,26140,0.47,27.7908,77.7856,40,4,0,1000,,50.0,1050.0,standard,INVALID,Contact Rahul 9876543210,email test@gmail.com
RES-01029,C6761,CAR-19 ,Luxury,2026-02-06 12:28,2026-02-07 10:99:99,2026-02-13 19:28,bangalore,cash,50548,51388km,0.4,19.83,77.0823,92,4,0,1200/day,SAVE10,60.0,1260.0,eco,INVALID,,good service
RES-01030,C2588,car-13,Compact,2026-03-03 15:24,04/03/2026 07:24,2026-03-10 22:24,bangalore,upi,14947,15760,0.6,26.308249,80.52288,55,6,0,"₹ 2,500 /day",,125.0,2625.0,premium,DL12345,scratch on door,good service
RES-01031,C7851,CAR 29,SUV,2026-01-20 19:25,21/01/2026 23:25,2026-01-30 03:25,delhi,wallet,"72,827 km",74819km,56 %,15.4,74.185575,131 kmh,6,0,2000,SAVE10,100.0,2100.0,eco,,Contact Rahul 9876543210,good service
RES-01032,C4688,CAR-28 ,Luxury,2026-01-12 18:56,14-01-2026 21:56,2026-01-20 17:56,HYD,card,"21,748 km","22,405 km",52 %,20.2509,72.23,138 kmh,0,0,₹ 800 /day,SAVE10,40.0,840.0,premium,,scratch on door,good service
RES-01033,C3822,CAR-22,Luxury,2026-01-18 17:25,21-01-2026 05:81,2026-01-29 12:25,CHENNAI,card,"84,743 km","86,365 km",75%,26.661839,72.89,133 kmh,2,0,1000,,50.0,1050.0,premium,,,good service
RES-01034,C2319,CAR 20,Luxury,2026-02-19 13:40,2026/02/22 06:40,2026-02-23 21:40,bangalore,cash,62806,"64,695km",27 %,15.9042,84.05,92,4,1,2500/day,,125.0,2625.0,standard,,,email test@gmail.com
RES-01035,C7378,CAR 18,Compact,2026-02-01 02:36,2026-02-01 05:36:00,2026-02-05 07:36,mumbai,Card,41214,"41,438km",0.6,13.08,74.3,142 kmh,1,1,"₹ 1,500 /day",SAVE10,,1575.0,premium,,Contact Rahul 9876543210,
RES-01036,C1506,CAR 07,Luxury,2026-01-30 20:30,2026-01-31 05:30,2026-02-03 12:30,Hyderabad,wallet,88545,"89,073 km",72%,13.385385,82.5,142 kmh,6,0,₹2500/day,,125.0,2625.0,premium,INVALID,scratch on door,
RES-01037,C6427,car-28,Compact,2026-03-18 23:15,2026-03-19 14:15,2026-03-25 02:15,Hyderabad,UPI,"80,736 km",81347km,60 %,21.035473,81.997686,42,6,0,3000/day,,,3150.0,eco,DL12345,Contact Rahul 9876543210,
RES-01038,C2152,CAR-26 ,SUV,2026-01-03 19:43,2026-01-05 21:43:00,2026-01-11 01:43,Kolkata,wallet,"37,362km","38,514km",0.5,25.64,87.8999,130 kmh,6,0,₹2000/day,,100.0,2100.0,standard,INVALID,Contact Rahul 9876543210,
RES-01039,C5799,CAR-26 ,Economy,2026-03-19 12:34,2026/03/19 20:34,2026-03-27 17:34,delhi,wallet,31478km,"33,087km",0.34,20.54,76.643145,81,4,0,₹1500/day,,75.0,1575.0,eco,INVALID,Contact Rahul 9876543210,email test@gmail.com
RES-01040,C3391, CAR-28,Economy,2026-03-07 06:41,2026-03-07 20:41:00,2026-03-09 07:41,Kolkata,Card,71916km,"72,328km",20%,14.8858,75.88,120 kmh,0,0,₹2500/day,DISC15,125.0,2625.0,standard,DL12345,Contact Rahul 9876543210,email test@gmail.com
RES-01041,C5333, CAR-04,Economy,2026-02-21 18:21,2026-02-22 21:21,2026-02-28 04:21,HYD,upi,45490km,46645km,36%,13.2429,80.15,148 kmh,3,0,1500,DISC15,,1575.0,eco,DL12345,scratch on door,email test@gmail.com
RES-01042,C5510,CAR-20,Compact,2026-02-02 00:18,2026-02-03 10:18:00,2026-02-08 09:18,mumbai,UPI,69656km,"69,812 km",0.99,12.95,80.4907,171 kmh,2,0,"₹ 2,000 /day",SAVE10,100.0,2100.0,premium,,Contact Rahul 9876543210,
RES-01043,C5992,CAR-16 ,SUV,2026-01-28 14:36,29-01-2026 11:36,2026-02-01 21:36,Mumbai,upi,51861km,"52,902 km",0.91,18.6823,79.006499,70,2,1,1000/day,BOGUS99,50.0,1050.0,premium,,scratch on door,
RES-01044,C4467, CAR-19,Compact,2026-03-19 05:54,2026-03-19 09:54:00,2026-03-21 23:54,Chennai,Card,66885,"68,251km",41%,15.0295,76.5089,180 kmh,5,0,1000/day,,,1050.0,eco,,scratch on door,
RES-01045,C6639,car-21,SUV,2026-02-16 01:32,16/02/2026 23:32,2026-02-23 17:32,CHENNAI,card,"17,418km",18850,0.35,17.687105,76.8072,83,6,0,"₹ 1,000 /day",DISC15,50.0,1050.0,premium,,,email test@gmail.com
RES-01046,C1233,CAR-22,SUV,2026-03-02 19:10,04/03/2026 20:10,2026-03-10 03:10,mumbai,upi,"23,284 km","24,769 km",85 %,27.17,85.103,147 kmh,1,0,₹3000/day,BOGUS99,150.0,3150.0,standard,DL12345,scratch on door,email test@gmail.com
RES-01047,C6840,CAR-16 ,Economy,2026-01-28 02:17,29/01/2026 04:17,2026-01-30 14:17,Kolkata,wallet,"76,230km",78010,0.3,19.91,82.38,82,4,1,2000,DISC15,100.0,2100.0,standard,DL12345,scratch on door,good service
RES-01048,C9313, CAR-03,Economy,2026-01-24 16:42,2026/01/26 11:42,2026-01-27 16:42,BENGALURU,cash,31512km,32554,1.0,17.18,74.8396,152 kmh,0,0,"₹ 1,200 /day",SAVE10,60.0,1260.0,premium,INVALID,,good service
RES-01049,C4741,CAR-23 ,Compact,2026-03-06 23:15,08-03-2026 07:15,2026-03-10 09:15,bangalore,cash,"86,999km",87621km,0.90,25.665764,81.25,159 kmh,1,0,₹1000/day,DISC15,50.0,1050.0,eco,,Contact Rahul 9876543210,email test@gmail.com
RES-01050,C9561,CAR-10,Compact,2026-02-04 09:47,2026-02-05 02:47,2026-02-05 22:47,Mumbai,cash,105834,106501,0.4,25.651679,74.14,74,6,0,"₹ 1,000 /day",DISC15,50.0,1050.0,standard,DL12345,scratch on door,email test@gmail.com
RES-01051,C2196,CAR-07 ,Economy,2026-03-14 22:29,2026/03/16 15:29,2026-03-17 08:29,Hyderabad,card,110394km,"110,744km",100%,18.040577,80.405356,64,5,1,"₹ 1,500 /day",,75.0,1575.0,standard,DL12345,scratch on door,good service
RES-01052,C1157,CAR-19 ,Economy,2026-01-24 12:34,26/01/2026 03:34,2026-01-31 11:34,kolkata,wallet,87829,"88,612km",0.5,23.57,87.24,80,1,1,₹ 800 /day,BOGUS99,40.0,840.0,eco,,scratch on door,good service
RES-01053,C7671, CAR-20,Luxury,2026-01-24 09:51,25/01/2026 18:51,2026-01-25 22:51,Kolkata,Card,"50,159km",51503km,0.5,20.425751,87.85,98,1,1,2000/day,SAVE10,,2100.0,premium,DL12345,,
RES-01054,C9719, CAR-08,SUV,2026-03-05 05:32,06-03-2026 15:32,2026-03-09 23:32,kolkata,wallet,41768km,41962km,0.73,20.166859,72.0156,51,5,1,"₹ 2,500 /day",DISC15,125.0,2625.0,standard,INVALID,scratch on door,
RES-01055,C8708,car-16,Compact,2026-02-23 09:48,2026-02-26 03:48,2026-03-01 16:48,BENGALURU,wallet,37860,39646,92 %,17.89,85.492999,50,0,0,1200,DISC15,60.0,1260.0,premium,DL12345,,good service
RES-01056,C3992,CAR-07,Compact,2026-02-05 06:59,2026-02-08 03:59:00,2026-02-15 14:59,mumbai,cash,"105,377km",105394km,27%,15.25,80.0814,132 kmh,5,0,1200,DISC15,60.0,1260.0,standard,INVALID,scratch on door,good service
RES-01057,C4445,car-19,SUV,2026-02-07 19:49,09/02/2026 10:49,2026-02-16 21:49,Mumbai,card,"119,174km",118936,0.6,13.604188,81.3474,81,1,0,₹ 800 /day,SAVE10,,840.0,standard,INVALID,scratch on door,
RES-01058,C7830, CAR-25,Compact,2026-01-19 16:39,2026-01-22 05:39,2026-01-27 21:39,delhi,Card,"107,165km",108688km,0.1,26.5156,78.174955,139 kmh,3,0,1500/day,,75.0,1575.0,standard,,,email test@gmail.com
RES-01059,C8368,CAR-10 ,Luxury,2026-02-15 11:19,17-02-2026 04:19,2026-02-25 06:19,Hyderabad,card,94813km,96215km,88%,21.2259,80.71,158 kmh,3,0,₹2500/day,BOGUS99,,2625.0,eco,INVALID,Contact Rahul 9876543210,email test@gmail.com
RES-01060,C1319,car-27,Compact,2026-01-07 01:22,2026-01-08 13:22,2026-01-16 21:22,kolkata,Card,"119,703km",121073km,0.25,12.26314,76.7,46,5,0,₹3000/day,DISC15,150.0,3150.0,premium,DL12345,scratch on door,
RES-01061,C4267,car-26,Luxury,2026-02-14 00:20,2026-02-17 00:20:00,2026-02-20 15:20,Delhi,UPI,24955km,"26,017km",27 %,21.738642,85.2059,176 kmh,2,1,1000,BOGUS99,50.0,1050.0,premium,DL12345,,good service
RES-01062,C1753,CAR-25 ,Luxury,2026-01-29 16:20,2026-02-01 05:20:00,2026-02-07 16:20,mumbai,cash,15582km,16885,0.82,25.735162,72.55,43,3,0,₹1500/day,SAVE10,75.0,1575.0,premium,DL12345,scratch on door,email test@gmail.com
RES-01063,C9812,CAR-12 ,SUV,2026-03-16 00:03,2026/03/17 12:03,2026-03-21 07:03,BENGALURU,upi,35784km,37368,22 %,25.3934,73.16,160 kmh,3,1,"₹ 1,200 /day",DISC15,60.0,1260.0,premium,,Contact Rahul 9876543210,good service
RES-01064,C4276,CAR-18,Luxury,2026-01-08 19:49,2026-01-10 10:49:00,2026-01-12 04:49,mumbai,cash,116874,"118,832 km",20%,22.141678,76.9952,122 kmh,5,0,"₹ 1,000 /day",,50.0,1050.0,standard,,scratch on door,email test@gmail.com
RES-01065,C3301,CAR-25,SUV,2026-03-11 18:16,11/03/2026 21:16,2026-03-15 03:16,delhi,wallet,102970km,"103,069km",80%,16.739108,72.28,136 kmh,1,1,₹1000/day,BOGUS99,50.0,1050.0,standard,DL12345,Contact Rahul 9876543210,good service
RES-01066,C4260, CAR-22,SUV,2026-01-26 10:20,2026-01-28 05:20:00,2026-02-01 05:20,Chennai,upi,"113,699km",115007km,91 %,16.44,78.662611,154 kmh,2,0,2500/day,,125.0,2625.0,premium,,Contact Rahul 9876543210,
RES-01067,C9657,CAR 02,SUV,2026-01-16 13:26,2026-01-16 20:26:00,2026-01-22 04:26,BENGALURU,UPI,"119,509 km","121,423km",84 %,12.9,86.5788,49,6,1,₹1500/day,SAVE10,75.0,1575.0,premium,INVALID,,email test@gmail.com
RES-01068,C2099,CAR-24,Economy,2026-03-04 15:50,06/03/2026 10:50,2026-03-12 17:50,Chennai,cash,"80,004 km","80,413km",76%,24.804046,86.800076,69,4,1,2500/day,DISC15,125.0,2625.0,standard,DL12345,,good service
RES-01069,C2197,CAR-25 ,SUV,2026-01-20 15:54,2026/01/21 16:54,2026-01-26 19:54,HYD,wallet,"54,133 km",54192,68%,25.4485,79.1121,74,1,0,₹1000/day,BOGUS99,50.0,1050.0,eco,,,good service
RES-01070,C8439,CAR-17 ,Economy,2026-01-19 00:21,2026/01/20 20:21,2026-01-27 03:21,HYD,UPI,"106,738km",106997,13 %,16.09,74.731273,130 kmh,6,1,₹2000/day,,100.0,2100.0,premium,INVALID,scratch on door,
RES-01071,C5241,car-28,SUV,2026-03-20 16:01,2026/03/21 12:01,2026-03-26 05:01,CHENNAI,wallet,"28,301 km",27891,0.22,12.760939,85.752416,62,6,0,2000/day,SAVE10,100.0,2100.0,premium,INVALID,Contact Rahul 9876543210,
RES-01072,C4094,car-25,Compact,2026-03-26 10:49,27/03/2026 06:49,2026-04-04 01:49,Delhi,UPI,119417km,"120,230km",0.2,14.66,85.62,70,5,0,₹2000/day,SAVE10,100.0,2100.0,premium,INVALID,,good service
RES-01073,C2134, CAR-11,Compact,2026-01-02 20:38,2026/01/04 17:38,2026-01-10 15:38,Kolkata,upi,41511,43056km,11%,15.953038,84.0064,42,3,0,₹1200/day,BOGUS99,60.0,1260.0,premium,INVALID,scratch on door,email test@gmail.com
RES-01074,C1447,CAR-05 ,Economy,2026-02-06 07:27,08-02-2026 05:27,2026-02-10 16:27,Hyderabad,card,83689km,84512km,80 %,16.731005,85.4366,145 kmh,2,0,"₹ 1,200 /day",DISC15,,1260.0,eco,DL12345,scratch on door,
RES-01075,C7234,CAR-19,Economy,2026-01-26 09:03,2026-01-27 12:03:00,2026-01-29 18:03,Mumbai,upi,83135,"84,341 km",0.20,15.6,80.36379,56,2,1,₹1500/day,DISC15,,1575.0,eco,,,email test@gmail.com
RES-01076,C4129,CAR-07,SUV,2026-01-24 21:31,27/01/2026 03:31,2026-01-30 16:31,HYD,cash,"58,931 km",60283,17%,17.32,84.0632,162 kmh,5,0,1200,SAVE10,60.0,1260.0,premium,DL12345,Contact Rahul 9876543210,
RES-01077,C2639, CAR-12,SUV,2026-01-13 10:01,2026/01/15 14:01,2026-01-20 05:01,BENGALURU,wallet,48854km,48683km,0.2,19.81,72.95,136 kmh,2,0,1200,BOGUS99,,1260.0,standard,,Contact Rahul 9876543210,email test@gmail.com
RES-01078,C1259, CAR-09,Economy,2026-02-05 18:44,2026/02/08 07:44,2026-02-12 14:44,Mumbai,upi,"80,024 km","81,448km",15%,19.7508,85.67,132 kmh,2,0,2500,SAVE10,125.0,2625.0,premium,INVALID,scratch on door,
RES-01079,C1638,CAR 02,Compact,2026-03-11 11:08,14/03/2026 00:08,2026-03-21 13:08,kolkata,Card,"74,189km",75590,0.7,24.069,76.7003,144 kmh,3,0,"₹ 1,000 /day",SAVE10,50.0,1050.0,eco,DL12345,Contact Rahul 9876543210,email test@gmail.com
RES-01080,C3480,car-24,SUV,2026-03-18 18:52,2026-03-21 13:52,2026-03-23 13:52,blr,UPI,"62,997 km",63283,0.4,16.21,72.11,74,3,1,"₹ 1,200 /day",DISC15,60.0,1260.0,standard,INVALID,,good service
RES-01081,C1466,CAR-26,SUV,2026-03-03 12:19,2026-03-05 06:19:00,2026-03-08 05:19,BENGALURU,UPI,82884km,83325,20%,16.898178,75.9531,47,1,0,₹ 800 /day,BOGUS99,40.0,840.0,premium,INVALID,scratch on door,
RES-01082,C3781,CAR-06,Economy,2026-01-16 17:02,19/01/2026 13:02,2026-01-26 02:02,Delhi,UPI,"84,652km",86247,0.51,23.0391,78.6998,100,1,0,₹800/day,DISC15,40.0,840.0,premium,DL12345,scratch on door,good service
RES-01083,C8215,CAR 05,Economy,2026-02-20 05:07,2026-02-23 02:07:00,2026-02-27 16:07,delhi,card,"61,014km",61426,0.55,16.185997,80.86,135 kmh,3,0,1000/day,DISC15,50.0,1050.0,standard,DL12345,scratch on door,
RES-01084,C8828,CAR 16,Compact,2026-02-01 15:20,02/02/2026 04:20,2026-02-08 21:20,Mumbai,cash,25543km,26801km,95%,15.347086,84.206,158 kmh,1,0,₹1200/day,,,1260.0,eco,DL12345,Contact Rahul 9876543210,
RES-01085,C5625,CAR 29,Economy,2026-01-15 00:14,2026/01/17 04:14,2026-01-24 23:14,Mumbai,Card,10474km,11552km,1.0,26.0746,83.28,125 kmh,4,1,₹1000/day,DISC15,50.0,1050.0,eco,DL12345,Contact Rahul 9876543210,good service
RES-01086,C9468, CAR-19,Compact,2026-01-22 04:42,24-01-2026 23:42,2026-01-30 01:42,delhi,Card,69072,70793,0.5,15.227283,79.1924,42,4,0,800/day,,40.0,840.0,premium,DL12345,,email test@gmail.com
RES-01087,C4242,CAR-06,Compact,2026-03-25 21:37,2026/03/26 04:37,2026-03-30 10:37,Kolkata,upi,"65,138km",66241,0.3,27.13,81.75,89,5,0,₹1000/day,SAVE10,,1050.0,premium,DL12345,Contact Rahul 9876543210,good service
RES-01088,C4076,CAR 21,Luxury,2026-01-19 15:20,2026/01/21 12:20,2026-01-26 19:20,Hyderabad,card,106359km,"107,776km",38%,26.760207,85.84,58,5,0,2500/day,SAVE10,,2625.0,eco,INVALID,scratch on door,
RES-01089,C6527,car-11,SUV,2026-03-18 14:34,2026-03-21 08:34:00,2026-03-24 11:34,delhi,cash,46126km,"47,015 km",0.3,25.69,84.881869,162 kmh,5,0,"₹ 1,000 /day",,50.0,1050.0,standard,,Contact Rahul 9876543210,email test@gmail.com
RES-01090,C6987,CAR-14,Compact,2026-02-28 12:06,28-02-2026 21:06,2026-03-03 20:06,blr,card,"110,103 km","110,252km",45 %,20.1,75.71,59,0,0,1500,,75.0,1575.0,premium,INVALID,scratch on door,
RES-01091,C8414,CAR 14,Economy,2026-01-13 11:35,15-01-2026 03:35,2026-01-18 23:35,Chennai,card,"39,562km","40,673km",47%,27.0542,77.2431,84,4,0,1500/day,SAVE10,75.0,1575.0,standard,,scratch on door,good service
RES-01092,C9611,car-20,Economy,2026-03-05 08:09,2026-03-07 06:09,2026-03-09 12:09,CHENNAI,cash,"115,233km",116820,0.16,16.132074,81.319999,96,5,1,2500,BOGUS99,125.0,2625.0,premium,INVALID,Contact Rahul 9876543210,good service
RES-01093,C4707,car-27,Luxury,2026-01-30 00:33,2026-01-30 22:33,2026-02-01 03:33,mumbai,UPI,43299,43513,0.38,19.44,72.9874,149 kmh,1,0,₹800/day,BOGUS99,40.0,840.0,standard,DL12345,scratch on door,good service
RES-01094,C6274, CAR-05,Economy,2026-02-18 21:24,21/02/2026 09:24,2026-02-26 14:24,bangalore,wallet,"74,417km","75,084 km",0.4,25.1453,84.022,56,2,0,"₹ 2,500 /day",BOGUS99,,2625.0,premium,,Contact Rahul 9876543210,
RES-01095,C1970,CAR-25 ,Compact,2026-03-13 12:19,2026-03-13 21:19,2026-03-20 13:19,mumbai,upi,"5,297 km","5,316km",75 %,18.56,75.82,166 kmh,2,0,"₹ 3,000 /day",,150.0,3150.0,eco,,scratch on door,email test@gmail.com
RES-01096,C5072, CAR-27,Economy,2026-01-31 11:50,2026-02-01 12:50,2026-02-05 20:50,mumbai,upi,"63,265km",64849km,0.51,23.727623,82.5876,170 kmh,1,0,800/day,DISC15,40.0,840.0,eco,DL12345,scratch on door,
RES-01097,C8264, CAR-05,SUV,2026-02-20 00:46,21/02/2026 03:46,2026-02-22 21:46,Bengaluru,cash,"32,018km",33548km,100 %,13.838519,86.7152,132 kmh,3,0,₹800/day,SAVE10,40.0,840.0,standard,DL12345,scratch on door,good service
RES-01098,C5895,CAR-27,Luxury,2026-02-07 07:06,09/02/2026 16:06,2026-02-16 21:06,Mumbai,wallet,"41,157km",42079km,0.4,26.56,85.4321,52,2,1,2500/day,BOGUS99,125.0,2625.0,standard,DL12345,Contact Rahul 9876543210,
RES-01099,C8643,CAR 14,Compact,2026-02-12 17:02,2026-02-13 08:02:00,2026-02-16 05:02,kolkata,Card,"12,227km","13,867 km",82 %,15.1206,72.03236,150 kmh,1,0,1500/day,BOGUS99,,1575.0,standard,INVALID,scratch on door,
RES-01100,C4953,CAR-28 ,Luxury,2026-01-27 17:06,2026/01/29 16:06,2026-02-05 06:06,Hyderabad,wallet,"38,709km","38,844 km",20%,16.7,86.4061,145 kmh,3,0,"₹ 2,500 /day",BOGUS99,125.0,2625.0,eco,DL12345,,
RES-01101,C6387, CAR-14,SUV,2026-01-11 14:53,14-01-2026 08:53,2026-01-21 07:53,Bengaluru,UPI,"24,354 km",25347km,0.1,21.210451,83.7597,148 kmh,1,0,₹1000/day,DISC15,50.0,1050.0,eco,DL12345,Contact Rahul 9876543210,good service
RES-01102,C2703,CAR-25 ,Luxury,2026-03-02 20:37,2026-03-04 07:37:00,2026-03-09 02:37,CHENNAI,UPI,6215km,"7,065km",0.77,21.111518,86.668386,58,3,0,₹800/day,DISC15,40.0,840.0,standard,INVALID,Contact Rahul 9876543210,email test@gmail.com
RES-01103,C6909,CAR 19,Luxury,2026-03-17 20:37,2026/03/19 03:37,2026-03-20 13:37,Hyderabad,Card,"65,536km","66,360 km",0.87,23.8119,75.95,65,4,0,3000,SAVE10,,3150.0,standard,DL12345,scratch on door,email test@gmail.com
RES-01104,C7532,CAR-27 ,Economy,2026-03-24 09:54,2026-03-24 14:54:00,2026-03-30 07:54,Mumbai,UPI,"46,755km",47810km,45 %,18.6967,78.1432,97,5,0,"₹ 1,200 /day",SAVE10,,1260.0,standard,INVALID,scratch on door,
RES-01105,C5153, CAR-12,SUV,2026-03-19 23:06,22-03-2026 10:06,2026-03-22 21:06,mumbai,card,"94,398 km",94826,7 %,12.53,78.29,55,5,1,"₹ 3,000 /day",DISC15,150.0,3150.0,eco,DL12345,Contact Rahul 9876543210,good service
RES-01106,C9966, CAR-21,Luxury,2026-01-06 07:29,07-01-2026 10:29,2026-01-09 07:29,Delhi,card,119143km,"120,118 km",0.9,18.142,78.4951,58,2,0,"₹ 1,500 /day",DISC15,,1575.0,premium,DL12345,Contact Rahul 9876543210,email test@gmail.com
RES-01107,C6010,CAR-04,Luxury,2026-01-10 17:22,12/01/2026 10:22,2026-01-15 00:22,delhi,wallet,"101,453 km","102,763km",20 %,15.54,83.220404,87,3,1,3000/day,BOGUS99,,3150.0,eco,,,good service
RES-01108,C6521,CAR-26 ,SUV,2026-01-22 15:12,24-01-2026 12:12,2026-01-29 20:12,Mumbai,Card,92232km,"92,266 km",89 %,19.25,73.8519,171 kmh,6,1,"₹ 1,000 /day",SAVE10,50.0,1050.0,premium,DL12345,,
RES-01109,C5853,CAR 25,Compact,2025-12-31 03:12,03/01/2026 03:12,2026-01-08 16:12,Hyderabad,upi,104248,106173,57 %,25.31,78.5402,121 kmh,0,0,1000,BOGUS99,50.0,1050.0,premium,DL12345,,email test@gmail.com
RES-01110,C5315, CAR-05,SUV,2026-01-09 22:45,12/01/2026 02:45,2026-01-19 07:45,Hyderabad,card,92240km,92998,6%,20.994067,79.8834,58,6,0,₹800/day,,40.0,840.0,premium,INVALID,Contact Rahul 9876543210,email test@gmail.com
RES-01111,C4683,CAR-15,Compact,2026-01-13 05:52,14-01-2026 23:52,2026-01-16 00:52,Chennai,wallet,"50,045km",51956km,60 %,20.981062,74.4075,140 kmh,0,0,1200/day,DISC15,60.0,1260.0,standard,INVALID,Contact Rahul 9876543210,good service
RES-01112,C4700,car-15,Compact,2026-02-03 16:31,2026-02-05 00:31,2026-02-07 12:31,bangalore,upi,"55,184 km",56521,68%,19.721098,85.9609,180 kmh,0,1,2500/day,,125.0,2625.0,premium,INVALID,scratch on door,email test@gmail.com
RES-01113,C7755,CAR 06,Luxury,2026-01-02 18:30,2026-01-03 19:30:00,2026-01-09 20:30,kolkata,wallet,31313,32295km,28%,25.36,79.27,168 kmh,6,0,1000,,50.0,1050.0,eco,INVALID,scratch on door,email test@gmail.com
RES-01114,C7065,car-12,SUV,2026-02-01 14:50,03-02-2026 22:50,2026-02-06 21:50,CHENNAI,UPI,"74,462km","74,419km",0.64,13.792,78.67,137 kmh,0,0,1500/day,BOGUS99,,1575.0,premium,DL12345,scratch on door,
RES-01115,C2583,CAR 30,Luxury,2026-03-29 11:20,2026-03-30 04:20,2026-04-05 12:20,CHENNAI,UPI,24490,26422km,0.92,25.0,85.5496,176 kmh,0,1,1000,DISC15,50.0,1050.0,eco,,,good service
RES-01116,C4669, CAR-15,Economy,2026-03-16 08:46,19-03-2026 07:46,2026-03-26 08:46,HYD,card,"17,423 km",17437km,0.6,13.156827,80.56,173 kmh,1,0,₹ 800 /day,,,840.0,premium,DL12345,scratch on door,
RES-01117,C6695,car-16,Economy,2026-03-17 05:04,2026-03-17 13:88,2026-03-23 16:04,kolkata,UPI,"105,670 km",107299km,0.6,20.2452,84.065217,55,4,0,₹1200/day,BOGUS99,60.0,1260.0,eco,,scratch on door,
RES-01118,C3184,car-13,Luxury,2026-02-03 10:16,2026/02/05 18:16,2026-02-11 03:16,delhi,Card,"47,418 km",48482,61%,20.7441,72.26,58,2,0,2000,BOGUS99,100.0,2100.0,premium,,scratch on door,
RES-01119,C6152,CAR-28,Economy,2026-01-27 20:51,30/01/2026 18:51,2026-02-01 10:51,kolkata,cash,"77,465 km",79192,0.7,27.694854,75.541698,166 kmh,6,1,₹3000/day,,150.0,3150.0,premium,INVALID,scratch on door,email test@gmail.com
RES-01120,C4188,CAR 08,Compact,2026-01-15 05:39,2026/01/16 02:39,2026-01-24 00:39,Mumbai,wallet,82371km,"82,458 km",96%,18.5749,81.0943,41,5,0,₹1200/day,DISC15,60.0,1260.0,eco,,scratch on door,
RES-01121,C7677,CAR-13 ,Compact,2026-03-03 21:07,05-03-2026 23:07,2026-03-10 10:07,Delhi,UPI,"26,071km","27,949km",0.3,24.41,80.09,163 kmh,4,1,"₹ 2,500 /day",DISC15,,2625.0,standard,DL12345,,
RES-01122,C4023,CAR-09 ,Compact,2026-02-08 23:11,2026-02-09 11:11:00,2026-02-14 22:11,mumbai,wallet,"118,239km",118638,20 %,21.356607,83.590089,44,3,0,2000,DISC15,100.0,2100.0,standard,INVALID,scratch on door,good service
RES-01123,C1334,CAR 29,Economy,2026-03-21 17:21,2026-03-23 02:21:00,2026-03-28 20:21,Chennai,wallet,"117,981 km",119176,0.3,17.911107,77.663225,97,6,0,₹ 800 /day,BOGUS99,40.0,840.0,standard,,Contact Rahul 9876543210,email test@gmail.com
RES-01124,C1076,CAR-11 ,SUV,2026-02-17 01:10,2026/02/17 03:10,2026-02-22 22:10,bangalore,UPI,"56,215 km",56950km,87%,16.566553,81.98,135 kmh,2,0,800,BOGUS99,40.0,840.0,standard,,scratch on door,email test@gmail.com
RES-01125,C6656,car-04,SUV,2026-01-22 02:40,23/01/2026 06:40,2026-01-29 03:40,Chennai,card,57158km,57722,0.55,24.71,84.3,41,2,1,₹3000/day,DISC15,150.0,3150.0,standard,INVALID,Contact Rahul 9876543210,email test@gmail.com
RES-01126,C1635,CAR 30,Economy,2026-04-01 01:32,2026-04-01 05:32,2026-04-06 02:32,delhi,UPI,"69,120km","69,919 km",0.92,22.71202,77.8252,136 kmh,4,0,2000/day,SAVE10,100.0,2100.0,premium,INVALID,,good service
RES-01127,C4164,car-20,SUV,2026-02-12 05:11,14/02/2026 21:11,2026-02-16 02:11,HYD,card,20541km,21583km,70 %,26.15,80.2893,160 kmh,6,0,1000,,50.0,1050.0,standard,,,email test@gmail.com
RES-01128,C4923,CAR-27 ,Compact,2026-01-15 02:35,2026/01/15 21:35,2026-01-19 22:35,Hyderabad,Card,"93,516 km",94834km,55%,18.9339,77.966238,131 kmh,5,1,"₹ 2,000 /day",,100.0,2100.0,standard,,Contact Rahul 9876543210,email test@gmail.com
RES-01129,C6251,CAR 30,Luxury,2026-01-08 03:51,08/01/2026 15:51,2026-01-14 08:51,Chennai,Card,59366km,61035km,0.49,18.63,73.33,70,2,0,3000,SAVE10,150.0,3150.0,premium,,Contact Rahul 9876543210,email test@gmail.com
RES-01130,C7623,CAR-14 ,Economy,2026-02-08 21:28,2026-02-11 04:28,2026-02-18 00:28,Hyderabad,card,74785,75216,0.6,25.360442,84.47,50,4,0,"₹ 2,500 /day",BOGUS99,125.0,2625.0,premium,INVALID,,email test@gmail.com
RES-01131,C5705,CAR-25,Economy,2026-01-11 18:35,2026-01-14 10:35:00,2026-01-17 20:35,Mumbai,Card,"16,525 km","18,298km",0.13,21.0245,85.88,167 kmh,5,1,₹ 800 /day,,40.0,840.0,premium,INVALID,Contact Rahul 9876543210,good service
